temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,Ozono (µg/m3),Dióxido de Azoto (µg/m3),Óxidos de Azoto (µg/m3),Monóxido de Azoto (µg/m3),pollen_intensity,Clear,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",tem amplitude,temp cahnge,temp cahnge2,risk level
17.4,21.5,14.4,17.4,10.2,63.3,0.0,0.0,0.0,21.0,1015.3,3.8,11.0,282.1,24.4,9.0,66.0,7.800000000000001,8.5,0.6,4.0,1.0,0.0,0.0,0.0,0.0,7.1,1.5999999999999979,1.5999999999999979,1
17.1,22.7,13.0,17.1,10.7,67.1,0.0,0.0,0.0,20.5,1015.4,10.4,12.3,255.5,22.0,8.0,68.5,7.25,8.75,0.8500000000000001,4.0,1.0,0.0,0.0,0.0,0.0,9.7,-0.29999999999999716,1.3000000000000007,1
18.8,23.0,15.6,18.8,12.9,70.0,0.001,100.0,4.17,19.1,1016.3,8.4,11.9,309.3,26.7,10.0,53.5,7.75,9.0,0.95,4.0,0.0,0.0,1.0,0.0,0.0,7.4,1.6999999999999993,1.4000000000000021,1
19.6,26.3,14.1,19.6,12.9,66.6,0.0,0.0,0.0,23.3,1017.4,4.4,11.5,330.4,28.6,9.0,56.0,11.5,13.25,1.3,4.0,1.0,0.0,0.0,0.0,0.0,12.200000000000001,0.8000000000000007,2.5,0
18.8,24.9,14.6,18.8,12.5,68.2,0.0,0.0,0.0,24.6,1019.3,10.9,12.0,292.0,25.2,9.0,56.0,8.05,9.4,1.35,4.0,1.0,0.0,0.0,0.0,0.0,10.299999999999999,-0.8000000000000007,0.0,0
21.7,27.0,16.9,21.6,9.3,47.8,0.0,0.0,0.0,29.9,1017.3,2.0,11.1,330.4,28.4,9.0,81.5,10.7,12.1,0.6499999999999999,4.0,1.0,0.0,0.0,0.0,0.0,11.100000000000001,3.0,2.8999999999999986,0
23.4,29.2,18.9,23.2,11.6,49.0,0.0,0.0,0.0,29.3,1017.5,0.0,11.1,333.5,28.9,9.0,72.5,11.4,13.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,11.600000000000001,1.6999999999999993,4.699999999999999,0
19.7,24.6,16.1,19.7,13.0,66.2,0.0,0.0,0.0,28.3,1015.9,5.0,12.3,329.0,28.6,9.0,52.5,7.85,11.25,1.95,4.0,1.0,0.0,0.0,0.0,0.0,8.5,-3.6999999999999993,-2.0,0
21.5,28.1,15.6,21.4,10.8,53.4,0.0,0.0,0.0,26.2,1014.8,2.5,12.2,334.5,29.0,9.0,77.5,10.8,13.4,1.15,4.0,1.0,0.0,0.0,0.0,0.0,13.299999999999999,1.8000000000000007,-1.8999999999999986,1
25.8,29.6,20.8,25.1,8.2,34.2,0.0,0.0,0.0,28.6,1017.2,0.0,12.4,338.7,29.2,9.0,85.0,13.95,15.6,0.95,4.0,1.0,0.0,0.0,0.0,0.0,10.8,4.300000000000001,6.100000000000001,1
28.3,31.5,23.0,27.3,7.4,27.8,0.0,0.0,0.0,21.9,1018.5,0.4,12.3,337.6,29.2,9.0,79.5,15.2,15.65,0.8500000000000001,4.0,1.0,0.0,0.0,0.0,0.0,10.700000000000003,2.5,6.800000000000001,0
26.4,31.2,19.2,25.9,10.6,39.3,0.0,0.0,0.0,20.1,1018.1,1.9,12.2,333.7,28.9,9.0,93.5,26.1,28.65,1.25,4.0,1.0,0.0,0.0,0.0,0.0,14.000000000000004,-1.9000000000000021,0.5999999999999979,0
26.8,31.1,21.7,26.1,7.2,29.7,0.0,0.0,0.0,20.1,1016.8,2.1,11.3,322.6,27.9,9.0,75.5,15.4,17.799999999999997,0.4,4.0,1.0,0.0,0.0,0.0,0.0,11.400000000000002,0.0,0.40000000000000213,0
21.1,26.5,16.4,21.1,13.9,64.4,0.0,0.0,0.0,19.1,1017.1,4.2,11.8,330.0,28.7,9.0,49.5,9.35,10.4,1.0,4.0,1.0,0.0,0.0,0.0,0.0,10.100000000000001,-5.699999999999999,-5.699999999999999,0
18.7,22.9,16.0,18.7,13.5,73.0,1.855,100.0,12.5,22.8,1015.3,8.4,11.3,197.7,17.0,8.0,58.0,8.55,9.9,1.0,4.0,0.0,0.0,1.0,0.0,0.0,6.899999999999999,-2.400000000000002,-8.100000000000001,0
17.3,21.9,14.1,17.3,8.6,58.7,0.0,0.0,0.0,22.0,1018.0,7.5,12.3,299.1,25.9,10.0,64.0,7.2,9.35,0.7,4.0,1.0,0.0,0.0,0.0,0.0,7.799999999999999,-1.3999999999999986,-3.8000000000000007,0
16.1,20.5,13.1,16.1,11.8,77.0,4.127,100.0,20.83,35.6,1014.3,6.8,10.7,168.9,14.6,6.0,52.0,10.1,10.95,0.6,4.0,0.0,0.0,1.0,0.0,0.0,7.4,-1.1999999999999993,-2.599999999999998,1
16.6,20.5,12.2,16.6,8.4,60.9,0.013,100.0,8.33,21.9,1019.2,7.8,12.0,275.2,23.8,9.0,67.5,9.55,10.3,0.9,3.0,0.0,0.0,1.0,0.0,0.0,8.3,0.5,-0.6999999999999993,0
17.6,23.3,12.6,17.6,11.0,66.2,0.0,0.0,0.0,19.9,1020.9,3.2,11.1,328.7,28.2,10.0,72.0,4.6,5.1,0.6,3.0,1.0,0.0,0.0,0.0,0.0,10.700000000000001,0.6000000000000014,1.0,0
17.9,22.5,15.0,17.9,9.9,61.9,0.0,0.0,0.0,31.9,1016.1,4.1,12.5,329.1,28.7,9.0,80.5,9.2,11.4,1.15,3.0,1.0,0.0,0.0,0.0,0.0,7.5,-0.20000000000000284,0.29999999999999716,0
17.6,22.5,13.1,17.6,10.8,66.0,0.001,100.0,4.17,20.1,1020.9,4.1,11.2,267.3,23.2,7.0,75.0,11.3,12.5,0.55,3.0,0.0,0.0,1.0,0.0,0.0,9.4,1.1000000000000014,0.8000000000000007,0
18.2,24.0,14.1,18.2,9.8,59.5,0.0,0.0,0.0,23.2,1018.7,3.2,11.2,325.5,28.2,9.0,79.5,6.25,7.25,0.4,3.0,1.0,0.0,0.0,0.0,0.0,9.9,0.5999999999999979,1.6999999999999993,1
17.3,22.2,13.0,17.3,11.3,69.2,0.0,0.0,0.0,23.9,1016.5,4.2,11.7,270.1,23.5,8.0,63.0,7.8,8.65,0.6,3.0,1.0,0.0,0.0,0.0,0.0,9.2,-0.8999999999999986,-0.3000000000000007,0
20.0,23.4,17.6,20.0,16.3,80.7,0.327,100.0,29.17,21.3,1016.0,10.4,11.5,172.6,14.9,5.0,51.0,5.35,7.15,0.7,3.0,0.0,0.0,1.0,0.0,0.0,5.799999999999997,1.0,2.6999999999999993,0
18.4,22.5,15.2,18.4,12.9,71.6,0.0,0.0,0.0,21.9,1017.3,5.0,11.1,175.3,15.3,7.0,64.0,6.300000000000001,6.75,0.6499999999999999,3.0,1.0,0.0,0.0,0.0,0.0,7.300000000000001,-1.6000000000000014,-0.6000000000000014,0
19.3,24.4,15.0,19.3,10.9,60.3,0.0,0.0,0.0,23.6,1018.0,8.7,12.2,337.2,29.2,9.0,58.5,8.6,11.4,1.45,2.0,1.0,0.0,0.0,0.0,0.0,9.399999999999999,0.9000000000000021,-0.6999999999999993,0
19.0,21.8,17.1,19.0,14.7,76.5,1.307,100.0,16.67,11.9,1014.6,2.8,10.5,128.6,11.2,5.0,29.0,18.5,23.700000000000003,2.45,2.0,0.0,0.0,1.0,0.0,0.0,4.699999999999999,0.0,-0.10000000000000142,0
20.6,27.3,17.6,20.6,14.5,68.9,0.018,100.0,12.5,15.8,1015.2,2.4,10.5,174.6,15.0,5.0,38.0,20.5,23.15,1.65,2.0,0.0,0.0,1.0,0.0,0.0,9.299999999999997,1.6000000000000014,1.6000000000000014,0
19.9,24.1,15.5,19.9,15.0,75.2,0.0,0.0,0.0,22.1,1017.7,2.8,10.5,223.2,19.4,6.0,50.0,13.25,14.1,0.9,2.0,1.0,0.0,0.0,0.0,0.0,8.600000000000001,0.09999999999999787,-0.7000000000000028,1
21.6,28.2,16.9,21.6,13.8,63.1,0.0,0.0,0.0,24.5,1016.4,1.0,10.5,326.9,28.3,9.0,58.0,11.4,12.2,1.35,1.0,1.0,0.0,0.0,0.0,0.0,11.100000000000001,1.7000000000000028,1.8000000000000007,0
21.8,27.6,17.6,21.9,14.5,64.2,0.0,0.0,0.0,24.9,1015.5,1.4,10.5,332.0,28.5,9.0,68.5,7.9,10.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.399999999999999,0.1999999999999993,1.9000000000000021,0
20.6,24.7,17.6,20.6,14.2,67.7,0.0,0.0,0.0,24.6,1018.3,2.7,11.1,302.6,26.1,9.0,62.0,5.45,6.65,0.75,1.0,1.0,0.0,0.0,0.0,0.0,7.099999999999998,-1.1999999999999993,-1.0,0
20.0,23.6,17.5,20.0,14.1,69.4,0.0,0.0,0.0,26.4,1019.6,9.5,12.2,229.8,19.9,10.0,65.5,6.65,7.85,1.15,1.0,1.0,0.0,0.0,0.0,0.0,6.100000000000001,-0.6000000000000014,-1.8000000000000007,0
19.9,24.4,17.0,19.9,15.4,76.1,0.0,0.0,0.0,18.3,1013.7,8.0,11.0,199.9,17.3,6.0,59.0,7.15,7.9,0.9,1.0,1.0,0.0,0.0,0.0,0.0,7.399999999999999,-0.20000000000000284,-0.10000000000000142,0
19.4,22.5,17.0,19.4,16.0,81.7,0.0,0.0,0.0,22.8,1015.1,7.4,11.7,190.1,16.3,6.0,62.5,5.15,5.949999999999999,0.6,1.0,1.0,0.0,0.0,0.0,0.0,5.5,-0.5,-0.7000000000000028,0
24.8,34.9,19.0,25.1,16.9,64.0,0.0,0.0,0.0,23.6,1013.1,2.4,10.8,320.3,27.8,9.0,80.0,22.85,25.6,1.5499999999999998,1.0,1.0,0.0,0.0,0.0,0.0,14.0,2.6999999999999993,4.400000000000002,0
21.5,25.1,18.6,21.5,17.8,80.8,0.001,100.0,4.17,25.3,1015.7,5.6,10.0,209.1,17.9,7.0,57.5,6.300000000000001,7.25,0.4,1.0,0.0,0.0,1.0,0.0,0.0,6.5,-1.6000000000000014,-7.100000000000001,0
21.5,25.1,19.2,21.5,16.8,75.2,0.0,0.0,0.0,23.1,1015.7,6.9,10.4,278.8,24.0,9.0,75.5,5.0,5.35,0.3,1.0,1.0,0.0,0.0,0.0,0.0,5.900000000000002,0.0,-1.6000000000000014,0
21.1,24.4,18.5,21.1,16.5,75.7,0.015,100.0,4.17,26.0,1015.3,9.8,10.6,270.5,23.3,9.0,80.0,7.95,10.2,0.7,1.0,0.0,0.0,1.0,0.0,0.0,5.899999999999999,-0.3999999999999986,-0.3999999999999986,1
20.0,24.5,18.5,20.0,16.0,77.9,0.0,0.0,0.0,22.9,1015.2,9.6,10.4,125.1,10.8,5.0,75.0,7.6,8.649999999999999,0.5,1.0,1.0,0.0,0.0,0.0,0.0,6.0,-1.1000000000000014,-1.5,0
22.2,28.4,18.1,22.3,16.0,69.4,0.0,0.0,0.0,26.2,1013.8,2.5,10.8,304.8,26.4,9.0,38.0,10.4,15.15,2.55,1.0,1.0,0.0,0.0,0.0,0.0,9.799999999999997,0.3000000000000007,2.6999999999999993,0
22.3,30.0,18.1,22.5,16.4,70.3,0.0,0.0,0.0,26.8,1015.9,1.7,11.1,315.4,27.2,9.0,37.5,5.7,8.8,1.6,1.0,1.0,0.0,0.0,0.0,0.0,11.399999999999999,0.10000000000000142,0.40000000000000213,0
23.6,32.8,18.1,23.8,16.6,66.4,0.0,0.0,0.0,25.4,1016.8,1.1,11.6,308.1,26.4,9.0,60.0,15.1,17.25,1.1,1.0,1.0,0.0,0.0,0.0,0.0,13.899999999999999,0.8000000000000007,1.3000000000000007,0
20.5,24.9,18.1,20.5,17.2,82.4,1.179,100.0,25.0,19.2,1013.5,4.0,9.7,195.4,16.7,8.0,36.5,5.5,7.5,0.6499999999999999,1.0,0.0,0.0,1.0,0.0,0.0,6.799999999999997,-0.6999999999999993,-2.1000000000000014,0
21.9,27.5,18.1,21.9,15.5,68.6,0.0,0.0,0.0,21.6,1012.7,2.3,10.9,314.5,27.3,9.0,50.5,5.25,6.7,0.6,1.0,1.0,0.0,0.0,0.0,0.0,8.899999999999999,1.3999999999999986,0.6999999999999993,0
21.2,25.5,18.1,21.2,14.3,66.3,0.0,0.0,0.0,30.2,1015.9,6.9,11.7,301.2,26.1,9.0,54.5,7.6,9.6,1.2,1.0,1.0,0.0,0.0,0.0,0.0,7.399999999999999,-0.6999999999999993,0.6999999999999993,1
20.1,24.6,16.6,20.1,11.3,59.2,0.0,0.0,0.0,31.6,1018.1,2.4,12.4,319.1,27.6,9.0,62.0,8.05,10.6,1.1,1.0,1.0,0.0,0.0,0.0,0.0,8.0,-1.0999999999999979,-1.7999999999999972,0
21.5,27.0,17.1,21.4,12.3,57.5,0.0,0.0,0.0,25.8,1014.1,5.6,12.2,282.0,24.5,9.0,62.0,12.6,15.3,1.5499999999999998,1.0,1.0,0.0,0.0,0.0,0.0,10.399999999999999,1.3999999999999986,0.3000000000000007,0
21.4,27.2,17.7,21.4,14.8,67.8,0.0,0.0,0.0,24.5,1016.5,4.5,12.1,305.0,26.4,9.0,51.0,9.7,11.2,1.25,1.0,1.0,0.0,0.0,0.0,0.0,9.400000000000002,-0.3000000000000007,-0.10000000000000142,0
20.5,26.2,16.6,20.5,11.7,59.8,0.0,0.0,0.0,33.0,1020.4,5.0,12.0,286.5,24.8,9.0,66.0,6.9,8.8,1.15,1.0,1.0,0.0,0.0,0.0,0.0,9.599999999999998,0.1999999999999993,-0.8000000000000007,0
21.4,27.1,17.5,21.4,12.0,57.2,0.0,0.0,0.0,27.4,1019.2,5.0,12.1,297.9,25.8,9.0,72.0,9.5,10.75,1.1,1.0,1.0,0.0,0.0,0.0,0.0,10.100000000000001,0.8999999999999986,1.0999999999999979,0
23.1,29.3,17.6,23.0,13.8,58.2,0.0,0.0,0.0,27.6,1019.4,1.0,12.4,287.1,24.8,9.0,55.0,8.6,11.0,1.2000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,12.399999999999999,1.7000000000000028,2.6000000000000014,0
23.2,29.1,19.0,23.3,16.1,66.3,0.0,0.0,0.0,26.6,1017.9,1.1,12.5,158.9,13.6,6.0,42.5,8.1,10.95,1.65,1.0,1.0,0.0,0.0,0.0,0.0,10.100000000000001,-1.4000000000000021,0.09999999999999787,0
27.3,34.3,22.1,27.2,14.0,45.2,0.0,0.0,0.0,23.2,1015.1,0.8,11.5,266.8,23.0,8.0,80.0,20.0,22.65,0.6499999999999999,1.0,1.0,0.0,0.0,0.0,0.0,12.199999999999996,1.1000000000000014,2.6000000000000014,0
20.8,26.1,17.2,20.8,14.5,68.0,0.005,100.0,4.17,21.5,1015.1,4.3,11.1,223.8,19.4,8.0,64.0,7.6,8.25,0.45,1.0,0.0,0.0,1.0,0.0,0.0,8.900000000000002,-4.800000000000001,-6.5,0
21.8,27.9,18.0,21.9,15.8,69.8,0.02,100.0,4.17,21.6,1013.5,4.9,11.4,200.0,17.1,8.0,67.0,13.3,14.85,0.65,1.0,0.0,0.0,1.0,0.0,0.0,9.3,1.0,-3.8000000000000007,0
23.6,30.7,18.0,23.4,13.9,57.1,0.0,0.0,0.0,19.7,1017.9,0.0,12.1,261.9,22.7,8.0,45.0,19.8,22.2,0.95,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.9000000000000021,1.8000000000000007,0
22.3,29.1,18.0,22.3,15.0,64.8,0.0,0.0,0.0,22.0,1016.4,0.6,10.5,260.1,22.4,8.0,64.0,10.1,11.75,0.6,1.0,1.0,0.0,0.0,0.0,0.0,11.0,-1.3000000000000007,-0.3999999999999986,0
22.5,28.9,18.1,22.5,14.8,64.1,0.0,0.0,0.0,23.2,1014.7,1.1,11.1,260.0,22.4,8.0,59.5,8.3,10.45,0.75,1.0,1.0,0.0,0.0,0.0,0.0,11.299999999999997,0.1999999999999993,-1.1000000000000014,0
23.4,30.6,17.0,23.3,14.4,60.1,0.0,0.0,0.0,19.3,1014.5,0.1,11.7,261.1,22.6,8.0,35.5,35.3,39.6,4.15,1.0,1.0,0.0,0.0,0.0,0.0,13.600000000000001,0.8999999999999986,1.0999999999999979,1
27.2,35.6,21.3,26.9,13.3,43.9,0.0,0.0,0.0,23.2,1017.2,0.4,11.9,252.4,21.8,8.0,62.5,31.1,32.05,1.15,1.0,1.0,0.0,0.0,0.0,0.0,13.7,1.0999999999999979,3.8000000000000007,0
24.1,29.3,19.3,24.1,13.9,53.7,0.0,0.0,0.0,22.7,1015.7,1.4,11.0,243.3,21.0,8.0,68.5,29.5,32.2,0.9,2.0,1.0,0.0,0.0,0.0,0.0,9.899999999999999,-1.1999999999999993,-2.599999999999998,1
26.1,30.2,21.5,25.7,10.1,37.1,0.0,0.0,0.0,28.6,1021.6,0.0,12.2,239.7,20.7,8.0,86.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.2,4.5,7.300000000000001,0
27.0,29.8,22.9,26.6,11.0,37.8,0.0,0.0,0.0,25.3,1020.0,4.5,11.7,216.8,18.8,7.0,85.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.700000000000003,0.8999999999999986,5.399999999999999,0
25.4,29.6,21.0,25.3,13.5,48.6,0.0,0.0,0.0,19.7,1018.1,0.3,11.0,224.2,19.2,8.0,89.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.5,-1.6000000000000014,-0.7000000000000028,0
20.2,24.1,16.7,20.2,16.1,77.8,0.0,0.0,0.0,21.0,1017.7,4.1,10.9,212.3,18.4,7.0,62.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.400000000000002,-3.900000000000002,-5.199999999999999,0
20.8,26.1,17.2,20.8,15.8,74.7,0.0,0.0,0.0,17.6,1015.7,1.8,11.3,190.7,16.5,7.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.900000000000002,0.6000000000000014,-3.3000000000000007,0
19.9,23.4,18.1,19.9,16.6,82.0,0.173,100.0,16.67,19.1,1013.9,6.8,11.0,123.0,10.4,4.0,56.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.299999999999997,-0.3000000000000007,-0.5,0
19.7,22.5,16.7,19.7,18.7,93.7,15.916,100.0,58.33,32.2,1010.8,3.6,9.5,71.6,6.1,3.0,43.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.800000000000001,-0.1999999999999993,-0.5,0
19.0,23.5,15.6,19.0,15.4,80.5,0.043,100.0,4.17,23.3,1021.1,4.4,11.3,206.9,17.9,7.0,18.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.9,0.1999999999999993,-0.6999999999999993,1
20.1,23.8,17.2,20.1,17.6,86.1,0.285,100.0,16.67,18.6,1020.8,10.2,9.8,154.3,13.2,5.0,27.0,17.7,24.7,4.75,1.0,0.0,0.0,1.0,0.0,0.0,6.600000000000001,1.1000000000000014,1.3000000000000007,1
19.5,23.5,16.5,19.5,14.1,72.4,0.0,0.0,0.0,20.0,1021.0,4.7,11.6,194.2,16.8,6.0,43.0,12.55,17.8,2.6,1.0,1.0,0.0,0.0,0.0,0.0,7.0,-0.6000000000000014,0.5,0
20.0,25.5,16.6,20.0,13.9,69.7,0.0,0.0,0.0,22.8,1019.9,1.5,12.3,219.5,18.9,7.0,48.0,12.0,16.05,2.5,1.0,1.0,0.0,0.0,0.0,0.0,8.899999999999999,0.5,-0.10000000000000142,1
20.4,26.5,17.0,20.4,14.6,70.8,0.0,0.0,0.0,24.6,1020.5,3.0,12.2,211.7,18.3,7.0,50.0,13.9,17.700000000000003,2.6500000000000004,1.0,1.0,0.0,0.0,0.0,0.0,9.5,0.3999999999999986,0.8999999999999986,1
19.9,26.6,15.1,19.9,14.4,71.3,0.0,0.0,0.0,22.9,1019.0,1.6,10.8,216.6,18.9,7.0,41.5,11.85,16.5,2.9,1.0,1.0,0.0,0.0,0.0,0.0,11.500000000000002,-0.3000000000000007,-0.5,0
20.9,25.2,17.6,20.9,17.5,81.3,0.0,0.0,0.0,20.1,1017.0,4.0,11.1,199.5,17.1,7.0,26.0,15.05,22.55,3.5,1.0,1.0,0.0,0.0,0.0,0.0,7.599999999999998,1.0,0.6999999999999993,1
19.8,25.5,15.5,19.8,14.9,73.8,0.0,0.0,0.0,18.9,1020.9,5.5,11.8,178.3,15.4,6.0,42.0,12.1,16.05,2.5,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.6999999999999993,-1.3000000000000007,0
18.9,23.5,16.4,18.9,13.0,69.4,0.0,0.0,0.0,23.1,1018.6,3.0,11.1,175.4,15.2,7.0,60.0,11.85,15.1,2.05,1.0,1.0,0.0,0.0,0.0,0.0,7.100000000000001,-2.1000000000000014,-0.9000000000000021,1
20.7,27.4,16.6,20.7,14.4,68.5,0.0,0.0,0.0,21.4,1020.2,2.2,11.1,208.8,17.8,7.0,52.5,9.75,13.9,2.35,1.0,1.0,0.0,0.0,0.0,0.0,10.599999999999998,1.8000000000000007,-0.3000000000000007,1
21.7,27.2,16.9,21.5,9.5,50.3,0.0,0.0,0.0,23.3,1019.0,5.1,11.4,200.3,17.5,7.0,39.5,24.05,29.65,3.6,1.0,1.0,0.0,0.0,0.0,0.0,11.3,1.0,2.8000000000000007,1
22.1,28.4,18.1,22.3,16.1,69.4,0.0,0.0,0.0,26.3,1017.6,4.4,12.2,90.2,7.8,5.0,31.0,10.65,17.45,4.55,1.0,1.0,0.0,0.0,0.0,0.0,9.399999999999999,0.40000000000000213,1.4000000000000021,0
20.6,26.0,17.3,20.6,12.7,61.3,0.0,0.0,0.0,17.2,1016.4,5.8,11.5,136.9,12.0,6.0,28.0,63.2,72.8,5.699999999999999,1.0,1.0,0.0,0.0,0.0,0.0,8.7,0.10000000000000142,2.0,0
20.3,24.0,18.5,20.3,16.4,78.9,0.0,0.0,0.0,27.9,1013.7,4.5,10.3,119.8,10.2,4.0,70.0,7.9,9.75,1.25,1.0,1.0,0.0,0.0,0.0,0.0,5.5,-0.3000000000000007,-0.1999999999999993,0
19.9,23.9,18.1,19.9,16.7,82.6,3.527,100.0,8.33,28.9,1012.6,5.1,10.5,110.5,9.5,6.0,64.0,5.35,7.25,1.15,1.0,0.0,0.0,1.0,0.0,0.0,5.799999999999997,-0.40000000000000213,-0.7000000000000028,1
16.1,19.1,13.7,16.1,12.9,82.9,19.414,100.0,50.0,22.9,1015.5,8.4,10.3,142.4,12.3,7.0,54.0,12.45,15.05,2.2,1.0,0.0,0.0,1.0,0.0,0.0,5.400000000000002,-3.799999999999997,-4.199999999999999,1
17.2,21.6,13.4,17.2,13.4,79.0,0.0,0.0,0.0,24.1,1020.1,9.3,11.8,104.9,9.1,4.0,47.0,19.15,23.55,2.55,1.0,1.0,0.0,0.0,0.0,0.0,8.200000000000001,0.8999999999999986,1.0999999999999979,0
17.4,20.1,15.5,17.4,14.2,82.3,0.941,100.0,12.5,17.5,1017.9,11.3,12.5,119.0,10.2,6.0,42.0,15.3,18.25,2.6500000000000004,1.0,0.0,0.0,1.0,0.0,0.0,4.600000000000001,-2.200000000000003,0.1999999999999993,1
16.5,18.6,14.2,16.5,14.5,88.2,7.936,100.0,25.0,31.4,1009.8,4.8,9.7,85.0,7.4,5.0,56.0,11.35,13.3,1.5,1.0,0.0,0.0,1.0,0.0,0.0,4.400000000000002,-0.8999999999999986,-3.1000000000000014,1
15.1,19.0,12.5,15.1,9.9,72.2,0.287,100.0,8.33,16.1,1014.2,2.2,10.9,134.6,11.6,6.0,52.0,12.0,14.6,1.55,1.0,0.0,0.0,1.0,0.0,0.0,6.5,-1.4000000000000004,-2.299999999999999,0
15.0,19.5,11.9,15.0,8.0,64.8,0.0,0.0,0.0,22.4,1014.1,2.3,12.3,177.3,15.3,7.0,50.5,18.35,21.55,2.05,1.0,1.0,0.0,0.0,0.0,0.0,7.6,0.0,-0.09999999999999964,1
15.6,18.0,14.2,15.6,10.3,70.8,0.0,0.0,0.0,27.4,1013.9,8.3,11.5,118.3,10.1,5.0,61.0,11.85,13.9,1.6,1.0,1.0,0.0,0.0,0.0,0.0,3.8000000000000007,0.5999999999999996,0.5999999999999996,0
16.1,20.9,13.0,16.1,11.9,76.9,0.0,0.0,0.0,16.2,1020.7,6.2,12.2,169.3,14.6,7.0,26.0,24.950000000000003,32.0,5.25,1.0,1.0,0.0,0.0,0.0,0.0,7.899999999999999,0.5000000000000018,1.1000000000000014,0
16.5,22.3,12.3,16.5,11.1,73.3,0.0,0.0,0.0,17.1,1020.6,2.9,11.1,174.1,15.1,6.0,34.0,39.85,47.45,5.35,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.3999999999999986,0.9000000000000004,0
16.5,21.9,12.8,16.5,13.1,81.3,0.0,0.0,0.0,10.6,1018.5,3.8,10.0,157.2,13.6,6.0,31.5,39.75,48.7,4.75,1.0,1.0,0.0,0.0,0.0,0.0,9.099999999999998,0.0,0.3999999999999986,1
17.0,19.9,14.0,17.0,14.8,86.9,0.0,0.0,0.0,17.1,1018.1,3.5,9.3,85.6,7.6,4.0,54.0,19.1,24.5,3.15,1.0,1.0,0.0,0.0,0.0,0.0,5.899999999999999,0.5,0.5,1
18.3,20.2,16.6,18.3,17.8,96.7,7.883,100.0,45.83,16.1,1017.2,9.3,7.5,80.6,6.8,3.0,37.0,16.9,20.35,1.75,1.0,0.0,0.0,1.0,0.0,0.0,3.599999999999998,1.3000000000000007,1.8000000000000007,0
19.2,22.4,17.5,19.2,18.3,95.2,0.107,100.0,16.67,17.5,1018.5,10.6,8.0,119.7,10.2,6.0,37.0,14.0,16.25,1.7,1.0,0.0,0.0,1.0,0.0,0.0,4.899999999999999,0.8999999999999986,2.1999999999999993,1
