temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,Ozono (µg/m3),Dióxido de Azoto (µg/m3),Óxidos de Azoto (µg/m3),Monóxido de Azoto (µg/m3),pollen_intensity,Clear,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",tem amplitude,temp cahnge,temp cahnge2,risk level
19.4,20.6,18.1,19.4,19.0,97.7,1.617,100.0,20.83,20.1,1022.3,12.2,7.3,41.3,3.6,2.0,33.0,13.5,16.95,2.05,1.0,0.0,0.0,1.0,0.0,0.0,2.5,0.1999999999999993,1.0999999999999979,0
19.7,23.1,18.6,19.7,18.8,94.6,0.308,100.0,8.33,21.3,1023.6,4.0,9.7,54.7,4.8,2.0,23.0,8.7,12.15,1.9,1.0,0.0,0.0,1.0,0.0,0.0,4.5,-0.3000000000000007,0.3000000000000007,0
18.1,19.2,16.7,18.1,16.9,93.0,9.351,100.0,45.83,22.4,1014.7,5.2,10.0,88.1,7.6,4.0,52.5,8.399999999999999,10.55,1.2,1.0,0.0,0.0,1.0,0.0,0.0,2.5,-1.5999999999999979,-1.8999999999999986,0
17.9,20.4,16.6,17.9,15.4,85.5,1.096,100.0,20.83,21.0,1015.1,5.6,10.6,100.0,8.8,5.0,58.0,6.1,8.9,1.45,1.0,0.0,0.0,1.0,0.0,0.0,3.799999999999997,-0.20000000000000284,-1.8000000000000007,1
15.3,18.0,12.6,15.3,10.4,74.3,1.207,100.0,37.5,25.2,1018.0,8.5,10.8,129.7,11.1,6.0,51.0,13.05,15.85,1.8,1.0,0.0,0.0,1.0,0.0,0.0,5.4,-0.3999999999999986,-0.3999999999999986,1
16.3,19.4,13.6,16.3,13.1,81.8,0.222,100.0,8.33,29.6,1020.9,6.8,11.5,56.6,4.9,2.0,58.5,13.65,17.1,1.35,1.0,0.0,0.0,1.0,0.0,0.0,5.799999999999999,1.5,2.4000000000000004,0
14.6,17.1,12.1,14.6,10.8,78.3,0.005,100.0,4.17,25.9,1019.8,7.3,10.2,58.7,5.1,2.0,50.5,18.35,21.65,1.9,1.0,0.0,0.0,1.0,0.0,0.0,5.000000000000002,-1.700000000000001,-0.20000000000000107,1
10.3,12.9,6.1,9.6,4.9,69.7,0.237,100.0,41.67,28.8,1013.4,5.0,11.3,114.1,9.8,6.0,45.5,24.65,29.0,1.95,1.0,0.0,0.0,1.0,0.0,0.0,5.2,-2.799999999999999,-5.5,1
14.2,18.0,11.1,14.2,13.1,93.5,12.247,100.0,62.5,26.0,1017.0,5.6,9.8,32.2,3.0,1.0,49.0,17.85,20.65,1.7,1.0,0.0,0.0,1.0,0.0,0.0,6.9,3.0,3.8999999999999986,1
12.3,15.9,9.3,12.3,7.1,71.7,0.056,100.0,4.17,23.2,1018.7,3.1,12.0,134.1,11.7,6.0,48.0,28.15,30.35,2.5,1.0,0.0,0.0,1.0,0.0,0.0,6.300000000000001,-1.8999999999999986,1.1000000000000014,1
10.8,12.2,8.8,10.7,9.1,89.3,4.978,100.0,33.33,13.6,1017.3,10.3,10.1,37.7,3.1,2.0,25.0,42.4,54.6,8.8,1.0,0.0,0.0,1.0,0.0,0.0,2.799999999999999,-1.5,-3.3999999999999986,0
13.1,16.9,11.2,13.1,11.7,91.6,19.441,100.0,58.33,21.6,1009.0,8.8,10.7,90.7,7.8,5.0,41.5,18.05,28.1,7.5,1.0,0.0,0.0,1.0,0.0,0.0,5.699999999999999,2.299999999999999,0.7999999999999989,0
14.0,18.0,12.1,14.0,12.5,90.9,2.036,100.0,41.67,14.1,1007.4,7.1,11.7,110.6,9.6,5.0,26.0,24.05,40.45,9.05,1.0,0.0,0.0,1.0,0.0,0.0,5.9,0.9000000000000004,3.1999999999999993,0
15.6,17.8,13.7,15.6,13.1,86.0,32.052,100.0,54.17,40.5,999.8,9.6,8.6,66.2,5.6,4.0,58.0,10.85,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.100000000000001,1.5999999999999996,2.5,1
13.5,17.3,11.2,13.5,9.4,76.9,1.168,100.0,33.33,18.9,1011.2,3.3,10.9,121.9,10.7,5.0,57.0,11.65,16.25,3.2,1.0,0.0,0.0,1.0,0.0,0.0,6.100000000000001,-2.0999999999999996,-0.5,1
14.0,16.5,10.9,14.0,12.3,90.0,4.047,100.0,29.17,26.3,1017.1,6.5,9.5,58.4,5.1,2.0,43.5,13.8,18.75,3.7,1.0,0.0,0.0,1.0,0.0,0.0,5.6,0.5,-1.5999999999999996,1
16.8,19.5,14.8,16.8,16.1,95.7,8.408,100.0,41.67,26.0,1016.5,8.9,8.6,82.5,7.2,4.0,41.0,12.95,19.4,3.55,1.0,0.0,0.0,1.0,0.0,0.0,4.699999999999999,2.8000000000000007,3.3000000000000007,1
16.5,17.2,14.3,16.5,16.2,98.2,20.177,100.0,41.67,33.0,1013.5,11.0,8.2,39.3,3.3,2.0,38.0,12.45,17.549999999999997,3.1,1.0,0.0,0.0,1.0,0.0,0.0,2.8999999999999986,-0.3000000000000007,2.5,0
15.6,17.1,12.7,15.6,14.8,95.1,1.433,100.0,20.83,19.5,1020.4,5.0,10.4,43.7,3.8,2.0,36.0,14.8,21.0,4.5,1.0,0.0,0.0,1.0,0.0,0.0,4.400000000000002,-1.4000000000000004,-0.7000000000000011,0
13.0,15.2,10.6,13.0,6.0,62.9,0.016,100.0,4.17,32.6,1013.4,2.1,12.4,121.9,10.7,5.0,41.5,17.7,23.0,3.1500000000000004,1.0,0.0,0.0,1.0,0.0,0.0,4.6,-0.6999999999999993,-2.5999999999999996,1
13.2,15.7,10.4,13.2,6.4,63.7,0.0,0.0,0.0,22.6,1016.3,1.2,12.1,117.1,10.1,5.0,35.5,25.15,34.7,4.7,1.0,1.0,0.0,0.0,0.0,0.0,5.299999999999999,2.799999999999999,1.1999999999999993,0
13.8,16.7,11.5,13.8,7.1,64.2,0.0,0.0,0.0,22.0,1021.4,3.6,11.8,112.6,9.7,5.0,30.0,29.05,40.35,5.2,1.0,1.0,0.0,0.0,0.0,0.0,5.199999999999999,0.6000000000000014,3.4000000000000004,0
13.1,18.3,10.0,13.1,8.9,76.2,0.0,0.0,0.0,12.2,1024.9,2.0,10.2,99.8,8.6,5.0,17.5,38.7,60.0,8.4,1.0,1.0,0.0,0.0,0.0,0.0,8.3,-0.7000000000000011,-0.09999999999999964,0
14.7,16.6,12.1,14.7,13.7,93.9,0.0,0.0,0.0,14.3,1027.1,7.5,8.1,32.5,2.9,2.0,26.5,23.05,34.3,6.6,1.0,1.0,0.0,0.0,0.0,0.0,4.500000000000002,1.5999999999999996,0.8999999999999986,0
10.9,14.5,7.7,10.8,8.0,83.0,0.0,0.0,0.0,10.3,1029.0,9.5,8.9,104.9,9.0,5.0,2.0,46.9,113.25,42.8,1.0,1.0,0.0,0.0,0.0,0.0,6.1,-3.0999999999999996,-3.799999999999999,0
13.1,15.5,10.1,13.1,11.0,87.3,1.471,100.0,45.83,25.2,1026.9,9.2,10.0,49.5,4.3,3.0,49.5,19.85,24.450000000000003,3.35,1.0,0.0,0.0,1.0,0.0,0.0,5.4,0.9000000000000004,2.1999999999999993,0
14.8,17.9,13.1,14.8,12.4,85.5,0.206,100.0,16.67,21.2,1024.6,8.7,11.5,66.6,5.5,4.0,52.0,20.8,27.15,3.9,1.0,0.0,0.0,1.0,0.0,0.0,4.799999999999999,1.700000000000001,2.6000000000000014,0
13.9,17.9,12.0,13.9,12.0,89.1,0.542,100.0,20.83,18.8,1021.6,4.7,10.6,80.4,7.1,4.0,47.5,19.4,25.8,4.55,1.0,0.0,0.0,1.0,0.0,0.0,5.899999999999999,-0.9000000000000004,0.8000000000000007,0
14.2,16.6,12.1,14.2,13.2,94.3,3.68,100.0,50.0,27.9,1012.1,7.8,9.9,54.8,4.9,3.0,65.5,8.5,11.45,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.500000000000002,0.29999999999999893,-0.6000000000000014,1
11.7,13.1,10.2,11.7,10.9,94.7,14.135,100.0,79.17,17.3,997.9,7.1,8.4,26.2,2.1,2.0,0.0,31.05,37.5,4.800000000000001,1.0,0.0,0.0,1.0,0.0,0.0,2.9000000000000004,-2.5,-2.200000000000001,1
15.2,17.6,12.1,15.2,14.4,94.9,5.538,100.0,37.5,44.4,1013.1,14.7,9.8,40.5,3.5,2.0,0.0,5.9,8.1,1.2,1.0,0.0,0.0,1.0,0.0,0.0,5.500000000000002,3.5,3.5,0
16.3,17.2,14.7,16.3,15.6,95.6,16.722,100.0,41.67,57.1,1006.3,25.8,8.3,14.2,1.2,1.0,65.0,5.8,7.800000000000001,1.3,1.0,0.0,0.0,0.0,0.0,1.0,2.5,1.1000000000000014,4.600000000000001,1
16.2,17.2,15.0,16.2,15.8,97.7,39.75,100.0,79.17,46.8,1004.3,20.3,6.7,11.1,0.9,1.0,54.0,8.95,11.65,1.7,1.0,0.0,0.0,0.0,0.0,1.0,2.1999999999999993,-0.10000000000000142,1.0,0
16.2,17.1,14.7,16.2,15.3,94.7,11.357,100.0,62.5,36.6,1012.0,3.5,7.3,50.7,4.3,3.0,48.0,9.0,12.25,1.75,1.0,0.0,0.0,1.0,0.0,0.0,2.400000000000002,0.0,-0.10000000000000142,0
15.2,17.1,12.6,15.2,14.1,93.4,0.0,0.0,0.0,20.3,1023.1,5.1,9.1,56.0,4.7,2.0,52.0,12.0,15.3,2.6,1.0,1.0,0.0,0.0,0.0,0.0,4.500000000000002,-1.0,-1.0,0
13.3,15.9,12.1,13.3,12.9,97.7,0.233,100.0,20.83,13.4,1028.1,12.5,2.2,65.5,5.6,3.0,23.0,33.25,50.95,8.5,1.0,0.0,0.0,1.0,0.0,0.0,3.8000000000000007,-1.8999999999999986,-2.8999999999999986,1
13.4,16.7,10.4,13.4,11.0,86.0,0.0,0.0,0.0,21.0,1025.3,3.8,8.0,102.1,8.8,4.0,27.0,21.9,30.9,6.6,1.0,1.0,0.0,0.0,0.0,0.0,6.299999999999999,0.09999999999999964,-1.799999999999999,0
13.9,15.1,12.5,13.9,10.5,80.2,0.0,0.0,0.0,14.3,1027.3,4.9,11.0,97.8,8.4,5.0,42.0,30.8,41.55,5.75,1.0,1.0,0.0,0.0,0.0,0.0,2.5999999999999996,-0.5999999999999996,0.5,0
13.6,16.2,11.3,13.6,9.5,76.4,0.0,0.0,0.0,17.7,1026.5,3.1,11.6,111.8,9.5,5.0,21.5,29.8,49.05,9.15,1.0,1.0,0.0,0.0,0.0,0.0,4.899999999999999,-0.3000000000000007,-0.9000000000000004,1
14.2,17.0,11.5,14.2,9.0,70.9,0.0,0.0,0.0,19.9,1026.6,0.5,10.9,114.2,9.5,5.0,29.5,22.75,33.55,7.05,1.0,1.0,0.0,0.0,0.0,0.0,5.5,0.5999999999999996,0.29999999999999893,0
13.6,16.9,10.0,13.6,8.2,69.8,0.0,0.0,0.0,14.8,1027.8,0.4,10.8,116.6,10.2,5.0,30.5,18.950000000000003,26.85,5.55,1.0,1.0,0.0,0.0,0.0,0.0,6.899999999999999,-0.5999999999999996,0.0,0
11.9,16.3,8.2,11.8,7.9,77.1,0.0,0.0,0.0,13.6,1030.4,0.4,10.3,115.5,9.8,5.0,10.0,43.15,77.85,24.5,1.0,1.0,0.0,0.0,0.0,0.0,7.5,-1.6999999999999993,-2.299999999999999,0
9.5,11.1,6.2,8.8,8.4,92.8,0.0,0.0,0.0,12.7,1031.5,6.1,4.9,109.6,9.3,5.0,12.0,47.05,74.0,17.3,1.0,1.0,0.0,0.0,0.0,0.0,3.0999999999999996,-2.4000000000000004,-4.1,1
10.1,12.0,7.3,9.9,8.8,91.8,0.005,100.0,4.17,10.4,1031.0,66.9,6.6,29.5,2.4,1.0,3.0,49.05,105.6,33.35,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.5,0.5999999999999996,0
13.1,16.9,11.0,13.1,9.8,81.0,0.0,0.0,0.0,8.4,1033.3,52.2,9.8,93.6,8.0,6.0,13.0,46.05,74.95,12.1,1.0,0.0,1.0,0.0,0.0,0.0,5.899999999999999,3.0,3.5,1
12.2,15.1,8.7,12.2,8.5,78.6,0.0,0.0,0.0,17.6,1033.0,23.5,9.4,108.6,9.3,5.0,24.0,43.5,55.25,8.05,1.0,0.0,1.0,0.0,0.0,0.0,5.5,-0.9000000000000004,2.0999999999999996,1
9.9,14.4,6.4,9.7,6.9,82.3,0.0,0.0,0.0,10.6,1029.8,19.1,9.2,101.3,8.7,4.0,12.5,49.95,76.65,17.05,1.0,1.0,0.0,0.0,0.0,0.0,8.0,-0.1999999999999993,-2.299999999999999,0
9.8,14.1,6.5,9.6,6.0,77.9,0.0,0.0,0.0,13.1,1031.9,13.4,9.8,112.0,9.5,5.0,13.5,47.95,75.9,15.75,1.0,1.0,0.0,0.0,0.0,0.0,7.6,-0.09999999999999964,-0.29999999999999893,1
11.9,16.5,5.1,11.2,9.0,83.0,0.0,0.0,0.0,16.9,1030.1,35.6,9.3,43.5,3.6,3.0,29.5,40.6,52.1,7.449999999999999,1.0,0.0,1.0,0.0,0.0,0.0,9.3,2.0999999999999996,2.0,0
14.0,16.6,11.2,14.0,12.0,87.8,0.001,100.0,4.17,15.3,1029.0,58.7,10.8,47.4,4.2,3.0,39.5,27.75,38.65,6.2,1.0,0.0,0.0,0.0,0.0,1.0,5.400000000000002,2.0999999999999996,4.199999999999999,0
11.5,14.6,7.3,11.3,5.8,68.9,0.003,100.0,4.17,23.4,1030.6,32.5,11.3,115.2,9.8,5.0,42.5,25.85,32.1,3.7,1.0,0.0,0.0,0.0,0.0,1.0,5.5,-2.5,-0.40000000000000036,1
9.5,14.0,4.3,8.9,4.0,69.6,0.0,0.0,0.0,10.0,1031.3,19.4,10.3,123.8,10.6,5.0,32.5,37.55,48.7,5.55,1.0,1.0,0.0,0.0,0.0,0.0,8.3,-1.1999999999999993,-2.0,0
9.3,12.8,4.3,9.1,7.0,86.0,0.005,100.0,4.17,8.2,1026.7,69.9,6.7,46.0,3.8,2.0,18.5,48.85,78.85,14.9,1.0,0.0,0.0,0.0,0.0,1.0,7.4,-0.1999999999999993,-1.3999999999999986,1
12.8,15.5,9.1,12.8,11.1,89.5,0.968,100.0,16.67,32.5,1020.7,58.4,10.2,59.3,5.1,3.0,64.0,13.95,17.55,2.5,1.0,0.0,0.0,0.0,0.0,1.0,5.6,3.5,3.3000000000000007,0
15.9,17.5,14.6,15.9,14.4,90.8,0.099,100.0,12.5,28.9,1020.9,69.6,10.3,65.8,5.6,3.0,66.0,9.5,12.75,1.65,1.0,0.0,0.0,0.0,0.0,1.0,2.9000000000000004,3.0999999999999996,6.6,1
14.9,17.1,12.5,14.9,13.3,90.2,13.736,100.0,20.83,38.4,1024.2,58.0,10.8,55.6,4.7,3.0,71.0,8.05,10.15,1.5,1.0,0.0,0.0,0.0,0.0,1.0,4.600000000000001,-1.0,2.0999999999999996,0
13.5,16.3,12.1,13.5,12.6,94.8,0.136,100.0,20.83,10.6,1031.0,44.9,6.8,97.9,8.4,4.0,20.5,50.7,66.65,9.75,1.0,0.0,0.0,0.0,0.0,1.0,4.200000000000001,-1.4000000000000004,-2.4000000000000004,0
15.1,18.4,12.7,15.1,13.3,89.4,26.955,100.0,45.83,32.5,1027.3,64.7,8.3,47.8,3.9,2.0,60.5,11.2,14.45,1.9,1.0,0.0,0.0,0.0,0.0,1.0,5.699999999999999,1.5999999999999996,0.1999999999999993,0
13.3,16.1,11.5,13.3,4.9,59.6,0.376,100.0,4.17,38.1,1025.4,25.3,11.0,125.0,10.8,5.0,63.0,11.7,14.65,1.45,1.0,0.0,0.0,0.0,0.0,1.0,4.600000000000001,-1.799999999999999,-0.1999999999999993,1
8.9,11.5,2.7,6.2,-3.2,42.8,0.0,0.0,0.0,37.5,1021.9,15.2,12.3,133.7,11.6,5.0,60.0,16.75,20.15,1.7,1.0,1.0,0.0,0.0,0.0,0.0,4.5,-4.4,-6.199999999999999,1
9.8,12.7,3.7,8.2,1.3,55.8,0.0,0.0,0.0,25.5,1017.7,26.0,12.0,133.0,11.6,5.0,44.0,22.7,26.55,3.2,1.0,0.0,1.0,0.0,0.0,0.0,5.6,0.9000000000000004,-3.5,0
9.5,12.6,5.6,8.7,8.0,90.5,0.105,100.0,8.33,11.5,1014.2,53.4,10.6,73.5,6.3,3.0,35.5,27.3,36.35,5.75,1.0,0.0,0.0,0.0,0.0,1.0,5.0,-0.3000000000000007,-0.3000000000000007,0
10.4,12.7,7.3,9.8,9.4,93.7,4.192,100.0,29.17,14.3,1016.4,61.5,10.3,61.6,5.4,3.0,32.5,31.1,39.8,4.4,1.0,0.0,0.0,0.0,0.0,1.0,3.799999999999999,0.9000000000000004,0.5999999999999996,1
11.8,16.0,8.5,11.8,10.1,89.4,0.005,100.0,4.17,18.7,1024.3,31.8,8.3,128.4,11.0,6.0,24.0,30.700000000000003,44.05,7.05,1.0,0.0,0.0,0.0,0.0,1.0,7.5,0.40000000000000036,1.4000000000000004,1
14.2,15.6,12.2,14.2,12.9,92.0,2.134,100.0,29.17,27.6,1024.1,61.6,9.7,37.3,3.1,2.0,61.0,11.8,14.45,1.9,1.0,0.0,0.0,0.0,0.0,1.0,3.4000000000000004,2.3999999999999986,2.799999999999999,1
14.7,16.5,13.7,14.7,13.3,91.7,0.003,100.0,4.17,21.8,1024.8,62.3,10.8,65.7,5.7,3.0,55.0,12.85,18.6,3.1,1.0,0.0,0.0,0.0,0.0,1.0,2.8000000000000007,-0.3000000000000007,0.5,0
16.3,22.3,13.0,16.3,12.7,80.2,0.0,0.0,0.0,17.0,1028.6,4.9,11.2,152.2,13.1,6.0,25.5,27.1,42.85,8.899999999999999,1.0,1.0,0.0,0.0,0.0,0.0,9.3,0.5,0.8000000000000007,0
14.1,19.6,10.8,14.1,10.3,78.7,0.005,100.0,4.17,18.9,1023.3,46.7,10.0,143.6,12.5,5.0,17.5,34.65,46.35,10.6,1.0,0.0,0.0,0.0,0.0,1.0,8.8,0.7999999999999989,-2.200000000000001,1
14.0,17.1,10.9,14.0,10.9,82.3,0.0,0.0,0.0,12.3,1020.5,43.3,10.7,123.2,10.9,5.0,40.5,22.450000000000003,33.05,5.699999999999999,1.0,0.0,1.0,0.0,0.0,0.0,6.200000000000001,-0.09999999999999964,0.6999999999999993,0
14.2,18.0,11.4,14.2,12.2,88.3,0.0,0.0,0.0,15.5,1023.0,45.1,9.4,96.1,8.2,4.0,18.5,41.35,60.5,9.9,1.0,0.0,1.0,0.0,0.0,0.0,6.6,0.1999999999999993,0.09999999999999964,0
13.7,17.9,11.7,13.7,11.7,87.4,0.611,100.0,33.33,20.6,1025.7,46.3,10.1,80.3,7.0,3.0,54.5,21.75,26.75,3.3,1.0,0.0,0.0,0.0,0.0,1.0,6.199999999999999,-0.5,-0.3000000000000007,0
13.0,17.0,10.0,13.0,10.1,82.6,0.0,0.0,0.0,10.7,1030.9,44.1,11.1,92.0,8.1,4.0,40.5,28.3,38.15,5.15,1.0,0.0,1.0,0.0,0.0,0.0,7.0,-0.6999999999999993,-1.1999999999999993,0
13.6,16.4,10.1,13.6,11.8,89.5,0.0,0.0,0.0,10.8,1033.4,46.1,10.0,111.8,9.7,5.0,11.5,54.95,84.45,16.049999999999997,1.0,0.0,1.0,0.0,0.0,0.0,6.299999999999999,0.5999999999999996,-0.09999999999999964,0
13.8,17.5,12.0,13.8,11.1,84.1,0.0,0.0,0.0,11.6,1028.5,49.7,11.1,73.4,6.4,3.0,37.0,25.55,37.25,6.05,1.0,0.0,1.0,0.0,0.0,0.0,5.5,0.20000000000000107,0.8000000000000007,1
13.3,15.0,12.0,13.3,11.2,86.8,0.0,0.0,0.0,8.3,1024.5,60.7,9.4,64.5,5.4,3.0,24.0,43.650000000000006,58.0,7.899999999999999,1.0,0.0,1.0,0.0,0.0,0.0,3.0,-0.5,-0.29999999999999893,0
13.1,16.9,10.5,13.1,10.9,86.9,0.099,100.0,4.17,9.6,1026.0,39.9,8.5,139.3,12.1,6.0,10.5,35.15,66.2,17.9,1.0,0.0,0.0,0.0,0.0,1.0,6.399999999999999,-0.40000000000000036,-0.20000000000000107,0
13.6,18.0,8.9,13.6,10.8,84.5,0.0,0.0,0.0,14.6,1026.2,29.2,9.7,165.7,14.3,6.0,7.5,46.65,78.5,16.6,1.0,0.0,1.0,0.0,0.0,0.0,9.1,0.5,0.09999999999999964,1
14.2,17.1,11.6,14.2,12.6,90.4,0.005,100.0,4.17,17.0,1027.7,57.7,8.1,84.2,7.3,3.0,32.5,19.65,27.0,5.45,1.0,0.0,0.0,0.0,0.0,1.0,5.500000000000002,0.5999999999999996,1.0999999999999996,1
14.6,16.6,11.4,14.6,11.2,81.2,2.017,100.0,29.17,23.2,1030.2,59.9,10.8,133.4,11.4,6.0,53.5,14.55,18.65,2.6,1.0,0.0,0.0,0.0,0.0,1.0,5.200000000000001,0.40000000000000036,1.0,1
12.0,15.8,10.1,12.0,5.4,65.2,0.0,0.0,0.0,31.4,1032.0,19.3,11.5,184.3,15.9,7.0,70.5,15.25,18.05,1.9,1.0,1.0,0.0,0.0,0.0,0.0,5.700000000000001,-2.5999999999999996,-2.1999999999999993,0
13.8,17.7,8.2,13.7,8.0,68.5,0.0,0.0,0.0,15.4,1023.9,24.2,11.6,181.7,15.6,7.0,41.5,35.95,42.25,4.85,1.0,0.0,1.0,0.0,0.0,0.0,8.299999999999999,0.10000000000000142,1.8000000000000007,1
15.9,21.1,11.5,15.9,8.5,62.5,0.0,0.0,0.0,17.5,1026.5,6.8,10.6,186.1,16.0,7.0,55.0,31.55,37.05,3.35,1.0,1.0,0.0,0.0,0.0,0.0,9.600000000000001,2.0999999999999996,2.200000000000001,0
17.0,21.5,12.4,17.0,7.3,54.3,0.0,0.0,0.0,14.3,1029.9,38.1,10.4,188.0,16.2,7.0,62.0,34.25,42.7,3.55,1.0,0.0,1.0,0.0,0.0,0.0,9.1,1.0999999999999996,3.1999999999999993,0
17.5,22.5,12.4,17.5,6.8,50.8,0.0,0.0,0.0,15.5,1030.0,0.8,10.4,196.1,17.1,7.0,64.0,25.5,32.0,2.7,1.0,1.0,0.0,0.0,0.0,0.0,10.1,0.5,1.5999999999999996,1
16.1,21.0,11.7,16.1,8.2,60.7,0.0,0.0,0.0,17.7,1027.6,6.4,10.3,192.6,16.7,7.0,45.5,45.1,54.2,5.1,1.0,1.0,0.0,0.0,0.0,0.0,9.3,-1.3999999999999986,-0.8999999999999986,1
14.0,18.8,10.6,14.0,10.0,77.5,0.0,0.0,0.0,18.0,1026.5,67.4,10.7,80.1,6.9,4.0,69.0,13.3,15.5,1.9,1.0,0.0,1.0,0.0,0.0,0.0,8.200000000000001,-2.1000000000000014,-3.5,0
15.1,18.0,13.1,15.1,12.0,82.3,3.483,100.0,16.67,24.7,1017.6,55.2,9.6,125.2,10.9,6.0,59.5,10.7,13.1,1.45,1.0,0.0,0.0,0.0,0.0,1.0,4.9,1.799999999999999,0.5999999999999996,0
15.2,16.1,14.0,15.2,14.0,92.4,0.584,100.0,16.67,38.6,1016.9,67.8,9.5,42.4,3.7,2.0,63.0,8.75,10.8,1.3,1.0,0.0,0.0,0.0,0.0,1.0,2.1000000000000014,0.09999999999999964,1.8999999999999986,1
14.7,17.3,12.0,14.7,9.9,74.2,1.565,100.0,25.0,33.1,1018.7,46.7,11.0,138.6,11.9,5.0,65.5,11.65,14.8,2.1500000000000004,1.0,0.0,0.0,0.0,0.0,1.0,5.300000000000001,-0.5,-0.40000000000000036,0
15.2,19.5,11.2,15.2,12.7,85.3,1.436,100.0,12.5,22.3,1023.6,63.8,10.8,140.7,12.0,7.0,48.0,19.8,25.55,3.0,1.0,0.0,0.0,0.0,0.0,1.0,8.3,0.5,0.0,0
16.3,20.0,14.5,16.3,13.6,84.2,0.0,0.0,0.0,22.0,1024.0,53.6,11.2,131.8,11.3,6.0,42.0,14.65,19.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.5,1.1000000000000014,1.6000000000000014,0
13.8,18.6,8.9,13.8,8.7,72.0,0.0,0.0,0.0,15.5,1028.4,33.8,11.0,142.0,12.3,5.0,61.0,22.6,25.3,1.9,1.0,0.0,1.0,0.0,0.0,0.0,9.100000000000001,-0.09999999999999964,0.20000000000000107,1
14.9,19.9,11.0,14.9,9.0,70.0,0.0,0.0,0.0,21.9,1029.2,31.4,11.3,208.1,18.0,8.0,58.5,24.7,30.55,2.9000000000000004,1.0,0.0,1.0,0.0,0.0,0.0,8.899999999999999,1.0999999999999996,1.0,0
16.4,22.5,10.2,16.4,9.0,63.8,0.0,0.0,0.0,16.2,1026.2,5.2,11.3,214.7,18.5,8.0,43.0,36.1,46.7,4.9,1.0,1.0,0.0,0.0,0.0,0.0,12.3,1.4999999999999982,2.599999999999998,1
19.4,26.0,12.8,19.4,10.4,58.3,0.0,0.0,0.0,13.6,1021.3,54.2,11.4,207.5,17.9,8.0,26.5,50.8,69.8,7.1,1.0,0.0,1.0,0.0,0.0,0.0,13.2,3.0,4.499999999999998,0
17.2,22.3,13.1,17.2,11.7,70.5,0.0,0.0,0.0,28.4,1018.5,40.5,11.7,196.2,17.0,7.0,56.5,24.15,29.5,3.55,1.0,0.0,1.0,0.0,0.0,0.0,9.200000000000001,-2.1999999999999993,0.8000000000000007,0
14.1,18.0,12.0,14.1,9.9,76.4,0.0,0.0,0.0,23.3,1019.5,39.9,10.8,73.5,6.1,3.0,66.0,15.3,18.4,2.35,1.0,0.0,1.0,0.0,0.0,0.0,6.0,-3.0999999999999996,-5.299999999999999,1
13.8,18.5,10.5,13.8,8.2,70.1,0.0,0.0,0.0,24.6,1017.2,32.5,10.5,170.7,14.9,8.0,76.5,13.25,14.75,1.3,1.0,0.0,1.0,0.0,0.0,0.0,8.0,-2.5,-0.29999999999999893,1
12.1,15.4,7.5,11.9,4.7,61.2,0.002,100.0,4.17,39.4,1019.8,39.5,10.5,185.7,16.0,7.0,76.5,11.95,14.4,1.25,1.0,0.0,0.0,0.0,0.0,1.0,5.800000000000001,-1.700000000000001,-4.200000000000001,0
14.0,17.2,10.4,14.0,4.7,54.6,0.0,0.0,0.0,33.1,1020.1,29.5,10.5,215.6,18.5,8.0,70.0,13.4,15.95,1.35,1.0,0.0,1.0,0.0,0.0,0.0,6.799999999999999,1.9000000000000004,0.1999999999999993,0
